LinReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,V1,V2,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg06872687,13,113439432,0.038639206,0.999998927116394,-14.640906,0.03959322,1.1027373,14.161278,2.321824,ATP11A,N_Shore
cg13781938,2,76880863,0.038641784,0.999998927116394,-7.6481986,-0.05123001,-0.3216782,14.210522,2.3217874,nan,nan
cg00289134,3,189403641,0.038643457,0.999998927116394,1.5131158,0.023125807,-1.5989751,-6.1155944,-2.3217635,TP63,nan
cg18910656,1,77885269,0.038651552,0.999998927116394,5.5735035,-0.034888867,-0.49902672,-3.5248308,-2.321648,AK5,nan
cg01488217,6,149970895,0.038682718,0.999998927116394,-5.5133004,-0.0001827415,-0.09609705,6.832694,2.3212035,KATNA1,S_Shore
cg12159336,X,153995617,0.038704064,0.999998927116394,10.381543,-0.10884125,-1.6038759,-4.170647,-2.3208992,DKC1;MIR664B;SNORA36A,S_Shelf
cg00050247,6,33216585,0.03871039,0.999998927116394,1.8382983,-0.00092960213,0.17225212,-14.188054,-2.320809,nan,Island
cg02668694,17,26369539,0.038750984,0.999998927116394,-4.866579,0.10011857,1.2247076,-4.680673,-2.320231,NLK,S_Shore
cg04333495,17,18763778,0.038765736,0.999998927116394,-0.99087316,0.028539063,1.0633647,-1.6932516,-2.320021,PRPSAP2,S_Shore
cg22924670,3,173457617,0.03877452,0.999998927116394,6.8591256,-0.084458075,-2.1820638,-4.3403697,-2.319896,NLGN1,nan
cg21227575,18,72345661,0.03878514,0.999998927116394,-7.0978627,0.008313922,0.32322663,7.9317193,2.3197448,ZNF407,nan
cg25445465,12,89338212,0.038786247,0.999998927116394,1.9313254,-0.008498048,-0.9545657,-1.8154786,-2.3197293,nan,nan
cg26677103,17,45784088,0.038789317,0.999998927116394,-19.652721,0.40150356,3.1310031,-22.109447,-2.3196855,TBKBP1,N_Shelf
cg02581418,12,56843315,0.03879426,0.999998927116394,-5.853487,0.0789106,1.1576904,13.116411,2.3196154,TIMELESS,S_Shore
cg07393678,8,100866539,0.038817044,0.999998927116394,-17.78164,0.046174448,1.0578535,16.549898,2.3192914,VPS13B,nan
cg03049303,10,103816154,0.038842868,0.999998927116394,5.9479613,-0.06819543,-1.4653345,-14.622429,-2.3189247,C10orf76,S_Shore
cg17065020,11,19951099,0.038848195,0.999998927116394,-14.681234,0.0084936125,0.46883413,15.824576,2.3188488,NAV2,nan
cg02563295,15,80258458,0.038849693,0.999998927116394,4.0581098,-0.018169083,-0.99948406,-4.6246963,-2.3188276,BCL2A1,nan
cg05099985,1,16245931,0.03886126,0.999998927116394,3.9786718,-0.040955972,1.2161652,-3.468726,-2.3186634,SPEN,nan
cg14136626,9,116636871,0.038871087,0.999998927116394,-9.159093,0.0025222003,0.22989562,11.018988,2.318524,nan,N_Shore
cg26388642,3,183414508,0.03889582,0.999998927116394,-15.899951,0.035571095,1.269108,17.58008,2.3181732,YEATS2,N_Shore
cg05937686,12,64597235,0.03890894,0.999998927116394,-8.550416,-0.041715924,-0.23727947,12.7409315,2.317987,C12orf66,nan
cg01967682,14,100741943,0.03891341,0.999998927116394,1.0304152,0.029555297,0.20452796,-3.3967514,-2.3179238,YY1,nan
cg26344379,12,56472617,0.0389216,0.999998927116394,7.0062313,-0.02539114,-0.56280243,-5.775716,-2.3178077,ERBB3,N_Shore
cg05696731,8,62552657,0.03893252,0.999998927116394,-8.421768,-0.03276018,-0.37158093,11.981129,2.317653,ASPH,nan
cg00883689,2,54802904,0.03893625,0.999998927116394,0.45124963,0.041587003,0.8715266,-3.3458316,-2.3176,SPTBN1,nan
cg07295550,5,37816799,0.038955186,0.999998927116394,2.8132071,-0.018036006,-0.35214537,-1.7453864,-2.3173318,GDNF,nan
cg05684300,4,102267366,0.0389621,0.999998927116394,4.69604,-0.030700676,-0.75259894,-14.45843,-2.3172338,PPP3CA,N_Shore
cg08017326,4,74965162,0.038963255,0.999998927116394,3.6339443,-0.0035281684,0.21952309,-15.39523,-2.3172176,CXCL2,Island
cg11977691,2,151480611,0.03899589,0.999998927116394,11.508516,-0.15397677,-2.264008,-2.2861683,-2.3167555,nan,nan
cg07791286,11,72927001,0.039022725,0.999998927116394,10.886308,0.047196914,1.373841,-15.777009,-2.316376,nan,N_Shore
cg11205797,10,86281765,0.0390391,0.999998927116394,1.1866022,0.038032204,0.5247798,-3.836345,-2.3161445,nan,nan
cg14430410,6,55234085,0.039050106,0.999998927116394,-6.1696486,-0.11606159,-1.1144527,24.74845,2.315989,GFRAL,nan
cg08436588,15,70995983,0.039052818,0.999998927116394,8.900978,-0.11757917,-2.379308,-2.8713946,-2.3159509,UACA,nan
cg13248877,3,195595212,0.03906542,0.999998927116394,7.1409273,0.019926585,0.38616872,-9.531563,-2.3157728,TNK2,Island
cg24774517,6,42742564,0.039072186,0.999998927116394,0.09869025,0.024458032,-0.030267986,-1.6605544,-2.3156772,nan,nan
cg12144754,7,18067437,0.03909516,0.999998927116394,-14.418207,0.049339313,1.0646834,13.18989,2.315353,PRPS1L1,nan
cg09133979,16,4028440,0.039096273,0.999998927116394,23.774073,-0.098852545,-2.1587083,-19.671442,-2.3153372,ADCY9,N_Shore
cg13242323,3,183266292,0.03910172,0.999998927116394,-1.6406535,0.055607293,-0.3170397,-3.165513,-2.3152602,KLHL6;KLHL6-AS1,nan
cg00377757,17,76921538,0.039108176,0.999998927116394,2.0856187,-0.04838834,-1.4420353,12.976828,2.315169,TIMP2,Island
cg01567976,14,103600056,0.039114796,0.999998927116394,21.312767,-0.071036875,-1.7965182,-18.535952,-2.3150759,TNFAIP2,nan
cg13948696,2,39856136,0.039115474,0.999998927116394,-11.623805,0.030867686,0.73059285,14.822571,2.3150663,nan,nan
cg06846637,3,127470454,0.039138258,0.999998927116394,9.021462,-0.050399005,-0.61361784,-6.4099326,-2.314745,MGLL,nan
cg01702744,16,84002727,0.03920965,0.999998927116394,3.1429124,-0.007371749,-0.16560826,-11.68659,-2.3137393,NECAB2,Island
cg05180182,10,3666755,0.039212067,0.999998927116394,2.9313679,-0.027595615,-0.11209134,-1.616687,-2.3137052,nan,nan
cg06484755,9,123867869,0.039247047,0.999998927116394,-1.3798515,0.056870304,1.3490111,-2.7690737,-2.313213,CNTRL,nan
cg26563889,17,43681922,0.03925451,0.999998927116394,10.962659,-0.19915862,-2.8813176,10.810596,2.3131082,nan,S_Shelf
cg06574034,19,19646379,0.039256774,0.999998927116394,15.029257,-0.04005216,-1.4151427,-13.511199,-2.3130765,YJEFN3,N_Shore
cg09086740,17,26987173,0.03929037,0.999998927116394,-7.2381425,-0.019706836,0.19140585,12.291333,2.3126044,SDF2,N_Shore
cg07074571,6,161695561,0.03929649,0.999998927116394,1.1000034,0.0018018382,0.12912476,-11.342449,-2.3125184,AGPAT4,nan
cg02903402,2,39123225,0.039311253,0.999998927116394,-3.9451203,-0.011929161,0.0035168657,6.003773,2.3123112,nan,nan
cg06845079,12,1973237,0.039331403,0.999998927116394,-15.87141,0.04527909,1.0527285,15.561234,2.3120282,CACNA2D4,N_Shore
cg00386940,20,43593364,0.03936272,0.999998927116394,1.6317089,0.007599725,1.1527435,-3.410753,-2.311589,nan,N_Shore
cg19679801,5,145422431,0.03936899,0.999998927116394,-2.5346215,0.06716174,0.053927578,-2.7360632,-2.311501,SH3RF2,nan
cg00493554,20,43926595,0.03937638,0.999998927116394,-1.3004285,-0.051981356,-0.85650253,6.2815094,2.3113973,MATN4,Island
cg27468226,2,176846399,0.039380487,0.999998927116394,1.9545691,-0.002391685,-0.026659358,-1.9796975,-2.3113399,KIAA1715,nan
cg03553443,8,123117523,0.039381515,0.999998927116394,0.16566335,0.009121455,4.5909815,-6.580458,-2.3113256,nan,nan
cg14391849,6,155587469,0.03938878,0.999998927116394,-0.07542456,0.029144134,1.4686211,-2.9071026,-2.3112237,CLDN20;TFB1M,nan
cg12155188,20,47255254,0.03939299,0.999998927116394,0.67354405,0.03856199,-1.7988465,-5.3866334,-2.3111646,PREX1,S_Shelf
cg20145617,4,144146656,0.039396882,0.999998927116394,-17.557066,0.059503388,1.7338293,16.479374,2.3111103,nan,nan
cg17295556,17,17315842,0.03940298,0.999998927116394,3.020782,-0.02889122,-0.03614949,-12.595802,-2.3110247,nan,nan
cg01471240,6,30816080,0.039405476,0.999998927116394,1.0806019,0.005537878,-0.03330881,-2.1429782,-2.3109899,nan,nan
cg13557582,12,130750286,0.039411377,0.999998927116394,-10.735471,-0.0014677871,0.18571065,12.831983,2.3109071,nan,nan
cg24168329,8,25087909,0.039426077,0.999998927116394,3.5224426,-0.006135926,0.019188778,-3.4235609,-2.3107014,DOCK5,nan
cg26464796,5,54601060,0.039432477,0.999998927116394,12.73053,0.00053905905,-11.520455,-14.972846,-2.3106117,DHX29,N_Shelf
cg02438638,2,206627521,0.039436433,0.999998927116394,12.271139,-0.04086724,-1.2858039,-10.127906,-2.3105564,NRP2,nan
cg05280715,12,93894393,0.03944063,0.999998927116394,5.402654,-0.007492158,0.08007893,-5.249884,-2.3104975,MRPL42,nan
cg08432546,8,54317640,0.039453477,0.999998927116394,-3.5926223,0.038835913,0.5519868,8.163561,2.3103178,nan,nan
cg14179065,9,71682302,0.039454013,0.999998927116394,4.843731,0.05058625,0.9229385,-9.234689,-2.3103104,FXN,Island
cg09892671,1,82951578,0.039466683,0.999998927116394,1.3129882,0.0018776917,1.4165215,-3.5520945,-2.310133,nan,nan
cg16910246,4,154230468,0.039489567,0.999998927116394,-8.199705,0.020520007,0.9134363,8.406078,2.309813,ANXA2P1;TRIM2,nan
cg27426949,3,156041474,0.03949412,0.999998927116394,-4.3517504,0.09520802,0.9546684,-2.50064,-2.3097494,KCNAB1,nan
cg01368872,15,91498139,0.03950711,0.999998927116394,3.612253,-0.03184252,-0.9867955,-17.271255,-2.309568,RCCD1,Island
cg17740276,2,224784901,0.039511085,0.999998927116394,-11.395525,0.027921466,0.616421,11.20241,2.3095124,WDFY1,nan
cg15006455,3,47656135,0.039554678,0.999998927116394,-1.4358655,-0.0011648006,0.072459586,2.6756215,2.3089037,SMARCC1,nan
cg19325051,3,174691490,0.03956548,0.999998927116394,-8.453331,0.040536325,1.2749287,8.789906,2.308753,NAALADL2,nan
cg23799146,2,175841606,0.03959579,0.999998927116394,6.1490564,-0.027052289,-1.0279461,-4.3603625,-2.30833,CHN1,nan
cg21256766,X,42663822,0.039654978,0.999998927116394,6.222377,-0.08104359,-1.3892127,-1.7503879,-2.3075056,nan,nan
cg11409659,12,85305829,0.039658558,0.999998927116394,1.0602701,0.002069342,0.27717876,-7.723019,-2.3074558,SLC6A15,Island
cg09504571,16,420755,0.03967232,0.999998927116394,0.5506922,-0.017059596,-0.4940339,9.5443735,2.307264,MRPL28,S_Shore
cg15268865,16,30675638,0.039681323,0.999998927116394,7.4618835,-0.006218168,-0.43021324,-7.1658144,-2.307139,FBRS,nan
cg15066174,5,140501311,0.039688863,0.999998927116394,0.591337,-0.01036312,-0.2438222,9.389844,2.307034,PCDHB4,N_Shore
cg15714196,1,45241175,0.039697442,0.999998927116394,-1.580119,0.017778954,0.26384848,12.726707,2.3069146,RPS8;SNORD55;SNORD46,Island
cg05005609,11,57250204,0.039702404,0.999998927116394,1.7550663,0.009543604,0.50003934,-8.586316,-2.3068457,nan,Island
cg17478997,7,133030475,0.039705317,0.999998927116394,-3.6429846,0.016359448,0.49302322,3.7526977,2.3068051,EXOC4,nan
cg19969113,12,118810441,0.03971376,0.999998927116394,-2.0075443,0.07722617,1.2793102,-11.761069,-2.3066876,TAOK3,Island
cg01894225,14,52925585,0.03972086,0.999998927116394,-2.2599125,0.053130176,1.3420225,-1.6510583,-2.306589,TXNDC16,nan
cg17131410,20,2882140,0.03972457,0.999998927116394,1.8008562,-0.00304086,-0.60147613,-1.7734644,-2.3065374,PTPRA,nan
cg17544341,13,51657463,0.039740518,0.999998927116394,1.2275388,0.0021045397,0.24760273,-2.4839633,-2.3063157,LINC00371,nan
cg07616152,2,151889275,0.039740566,0.999998927116394,-0.28398693,0.031886786,18.49782,-23.042429,-2.3063152,nan,nan
cg13039925,18,2889850,0.0397722,0.999998927116394,-2.3704019,0.052289516,1.2173359,-1.7147409,-2.3058758,EMILIN2,nan
cg24581570,X,106378992,0.03977962,0.999998927116394,7.8752,-0.09822878,-0.9212888,-3.7684546,-2.3057728,NUP62CL,nan
cg09314495,7,90454617,0.03980475,0.999998927116394,-2.5600333,0.06327556,1.2964567,-2.1724422,-2.305424,CDK14,nan
cg02342919,16,11016792,0.039816894,0.999998927116394,-3.5161517,-0.016676068,-0.2749886,5.897703,2.3052557,CIITA,nan
cg25658612,3,40175622,0.039830834,0.999998927116394,-6.964497,0.046696715,0.10474873,11.028726,2.3050623,MYRIP,nan
cg03197935,11,77885410,0.039835162,0.999998927116394,-10.302729,0.02298913,0.7907288,10.879687,2.3050022,KCTD21,nan
cg01744729,13,113474194,0.039835364,0.999998927116394,-8.565818,0.0057770573,0.28402385,10.794307,2.3049996,ATP11A,Island
cg14638554,17,16893500,0.039841954,0.999998927116394,-5.999192,-0.018126445,0.47321466,8.898117,2.304908,nan,nan
cg19598713,8,144601734,0.039855555,0.999998927116394,3.7437954,0.041950222,0.91796476,-7.54798,-2.3047197,ZC3H3,Island
cg18187200,12,47479939,0.03986266,0.999998927116394,4.914482,-0.051400702,-1.1313035,-1.6448807,-2.3046212,nan,nan
cg23487149,2,144725274,0.039864555,0.999998927116394,15.591824,-0.04946693,-1.4765711,-13.109511,-2.304595,GTDC1,nan
cg06555928,15,58920150,0.039866056,0.999998927116394,-0.565525,0.03555565,-0.22833389,-3.6442075,-2.304574,ADAM10,nan
cg05049543,7,1865615,0.039866272,0.999998927116394,-14.418085,0.03312854,1.1737417,17.148071,2.3045712,MAD1L1,Island
cg09609314,2,174147631,0.039868817,0.999998927116394,-0.5606599,-0.06779882,-0.45398435,13.055937,2.3045359,nan,nan
cg20040285,14,65569869,0.039875664,0.999998927116394,-3.7828422,0.078068435,1.4248779,-16.965511,-2.304441,MAX,Island
cg01651170,2,200323003,0.03990286,0.999998927116394,3.0373664,-0.021681402,-0.24198484,-13.674847,-2.3040645,SATB2,Island
cg09643471,6,11139663,0.039917693,0.999998927116394,1.69799,0.029142,1.1737818,-5.3026786,-2.3038592,nan,nan
cg21962953,5,2180824,0.039963607,0.999998927116394,-7.4575863,-0.0039216336,0.34559965,9.927549,2.3032243,nan,S_Shore
cg10916646,6,29364174,0.039965566,0.999998927116394,0.45460412,-0.023343967,-0.2056575,4.8309073,2.3031974,OR12D2,nan
cg08039583,12,32258877,0.039970167,0.999998927116394,0.5301422,0.04959989,1.3763039,-4.3525124,-2.3031337,BICD1,N_Shore
cg08069568,3,129406568,0.03997843,0.999998927116394,1.1587784,0.02318211,0.35850945,-3.1168835,-2.3030195,TMCC1,nan
cg07894624,5,58265816,0.040002692,0.999998927116394,6.8193955,-0.08420963,-0.6342854,-2.156329,-2.3026845,PDE4D,nan
cg24618955,3,9268225,0.0400129,0.999998927116394,0.4074648,0.010982641,0.27925047,-13.308861,-2.3025436,SRGAP3,nan
cg06742794,12,14576011,0.040021133,0.999998927116394,6.5136285,-0.01790602,-0.9248713,-5.856884,-2.30243,ATF7IP,nan
cg17587427,5,159904740,0.040023416,0.999998927116394,6.263409,-0.025472444,-2.383512,-5.2463946,-2.3023984,nan,nan
cg06606525,15,49979062,0.040024705,0.999998927116394,0.7410221,0.010959634,-0.67275614,-2.8459835,-2.3023806,nan,nan
cg24400939,7,101900854,0.04002901,0.999998927116394,17.47934,-0.049210757,-0.6582205,-15.293034,-2.3023212,CUX1,nan
cg17504767,16,87898498,0.04004084,0.999998927116394,11.587082,-0.10214597,-1.4558847,-6.3465843,-2.302158,SLC7A5,S_Shelf
cg10991658,14,74363115,0.04004311,0.999998927116394,7.129617,-0.04664955,-0.30525082,-4.6297,-2.3021266,ZNF410,nan
cg03237049,5,77175909,0.040056393,0.999998927116394,3.2064285,-0.02300295,-0.01098789,-3.5846987,-2.3019435,nan,nan
cg05847296,3,183770175,0.040056497,0.999998927116394,-1.3401376,-0.028082028,-0.30142558,4.428188,2.301942,HTR3C,nan
cg06005913,3,101451428,0.040064882,0.999998927116394,-12.705781,0.022984382,0.9288024,12.839938,2.3018265,CEP97,nan
cg00908822,10,133728813,0.04007574,0.999998927116394,-5.7364626,-0.016495114,-0.09900236,8.227154,2.3016768,nan,nan
cg24158620,16,71741975,0.040094048,0.999998927116394,7.521461,-0.07571182,-0.855912,-3.2405455,-2.3014245,PHLPP2,nan
cg12552261,5,112820674,0.04011947,0.999998927116394,1.3093278,0.09504583,1.4846082,-9.626469,-2.3010743,MCC,N_Shelf
cg14879552,12,42634238,0.040121026,0.999998927116394,3.424846,-0.029476834,-0.16982397,-1.8441494,-2.301053,nan,S_Shore
cg08590425,5,152942157,0.0401222,0.999998927116394,1.5487883,-0.010938213,0.5949282,-1.887687,-2.3010368,GRIA1,nan
cg25204445,8,135652320,0.040134523,0.999998927116394,-21.828495,0.2601648,4.3384867,7.6494093,2.300867,ZFAT,nan
cg20899034,3,132344736,0.040138815,0.999998927116394,4.3198223,-0.013949864,-0.14060855,-3.6991045,-2.3008082,ACAD11;NPHP3-ACAD11,nan
cg23916878,6,44011187,0.04014244,0.999998927116394,-2.3429,0.063226655,0.12405198,-7.4869156,-2.3007581,nan,nan
cg11562225,8,57871019,0.04014541,0.999998927116394,13.224927,-0.022540636,-0.6268774,-12.251437,-2.3007174,IMPAD1,nan
cg21239269,8,77592757,0.04014544,0.999998927116394,12.942224,-0.014816837,-0.58706087,-12.873642,-2.3007169,ZFHX4;ZFHX4-AS1,N_Shore
cg02057063,1,114354442,0.04014779,0.999998927116394,4.3051934,-0.02399734,0.008006819,-11.905351,-2.3006847,RSBN1,Island
cg16539527,14,53244945,0.040151857,0.999998927116394,18.413025,-0.15976082,-1.7418493,-9.783163,-2.3006287,GNPNAT1,nan
cg10617224,12,118471960,0.04016251,0.999998927116394,2.1647735,-0.02052606,2.784713,-4.032938,-2.300482,WSB2,nan
cg10871845,3,136557392,0.04017475,0.999998927116394,8.497185,-0.08648088,-0.5745913,-3.815144,-2.3003137,SLC35G2,nan
cg21148281,22,21060260,0.040183146,0.999998927116394,6.1265364,-0.009867497,0.037691463,-6.130127,-2.3001983,nan,S_Shore
cg11559120,15,41086023,0.04020112,0.999998927116394,-0.048845835,0.022556935,-0.12304117,-10.22813,-2.2999513,DNAJC17,nan
cg07533559,13,111854469,0.04020128,0.999998927116394,9.055886,-0.057581253,-1.1641856,-5.8720875,-2.2999492,ARHGEF7,nan
cg11273618,3,149287185,0.040210094,0.999998927116394,-4.187583,-0.010407105,1.2857575,6.5544734,2.299828,WWTR1,nan
cg10526278,10,34402650,0.040212505,0.999998927116394,-4.636069,0.10664227,0.8383881,-3.4135125,-2.299795,PARD3,nan
cg13564884,9,74762592,0.040234488,0.999998927116394,-11.779976,0.123911336,0.46471623,7.245832,2.2994928,nan,N_Shore
cg02941118,11,134201640,0.040236484,0.999998927116394,-0.52122927,-0.046307746,-0.8049517,14.597309,2.2994654,GLB1L2,N_Shore
cg08638572,5,142106006,0.04024166,0.999998927116394,1.0277002,-0.0035918294,0.90147924,-2.4879687,-2.2993944,nan,nan
cg02305149,19,2819808,0.040242735,0.999998927116394,4.9904084,-0.037761904,-0.96020263,-16.534943,-2.2993796,ZNF554,Island
cg14150973,19,40950431,0.040263575,0.999998927116394,-1.1248822,0.05385577,1.2249588,-17.687855,-2.2990937,SERTAD3,Island
cg19437610,11,10138377,0.04026497,0.999998927116394,2.9921384,-0.022098714,-0.36722457,-1.7672868,-2.2990744,SBF2,nan
cg13940108,20,10451270,0.040294662,0.999998927116394,15.814883,-0.017996155,-0.57991344,-15.599962,-2.2986672,SLX4IP,nan
cg03485126,12,55373535,0.040305153,0.999998927116394,-10.599659,0.04300383,0.71605104,10.329819,2.2985234,TESPA1,nan
cg11166962,9,136919273,0.040310126,0.999998927116394,10.188518,-0.019379681,-0.4040708,-10.196031,-2.2984552,BRD3,Island
cg09424239,9,33261876,0.04031925,0.999998927116394,11.728066,-0.030941183,-0.8446818,-10.164679,-2.2983303,BAG1,N_Shore
cg25690285,4,142641014,0.040322993,0.999998927116394,4.631925,-0.033558976,-1.50188,-2.5435352,-2.2982788,IL15,nan
cg10380926,10,27659156,0.040334363,0.999998927116394,-0.65079,0.026578983,0.9822205,-1.7737589,-2.2981231,nan,nan
cg01512757,22,24230648,0.04033438,0.999998927116394,1.8797262,-0.011257067,0.30542147,-17.547129,-2.298123,nan,nan
cg14204415,9,131464988,0.040347088,0.999998927116394,4.163988,-0.031505916,-0.5266305,-13.234402,-2.2979488,PKN3,Island
cg06958385,1,99471819,0.0403527,0.999998927116394,11.736158,-0.054821897,-1.2976322,-9.575934,-2.297872,LOC100129620;LPPR5,S_Shore
cg18680328,10,123868970,0.040360775,0.999998927116394,-0.2158882,0.040205583,0.9325176,-2.9835145,-2.2977614,TACC2,N_Shelf
cg16972043,16,46932066,0.0403634,0.999998927116394,8.278205,-0.02000666,-0.51338476,-7.2277184,-2.2977254,GPT2,nan
cg19394039,6,15901433,0.040366903,0.999998927116394,4.580704,-0.10058894,-2.5247028,5.830894,2.2976775,nan,nan
cg03837623,16,15608249,0.040368862,0.999998927116394,-2.6358604,-0.042841267,-0.49984846,6.857687,2.2976508,C16orf45,nan
cg09670276,3,195997776,0.040370677,0.999998927116394,8.528663,-0.025851415,-0.3998893,-7.4708424,-2.297626,PCYT1A,nan
cg22811361,11,32615507,0.040391058,0.999998927116394,-8.0000305,0.007483627,0.32023358,8.776234,2.297347,EIF3M,nan
cg22576629,12,106845849,0.040406216,0.999998927116394,6.0374465,0.0025594914,0.044477712,-6.5160904,-2.2971396,POLR3B,nan
cg10466675,1,212214107,0.040423993,0.999998927116394,-4.546225,0.09586447,0.67428905,-4.1999683,-2.2968967,DTL,nan
cg11208222,5,7852098,0.040448964,0.999998927116394,-18.989576,0.069686204,1.9875062,17.830343,2.2965553,C5orf49,S_Shore
cg16585235,1,11881684,0.040454343,0.999998927116394,3.318171,-0.015344055,-1.9129113,-4.49537,-2.2964818,CLCN6,nan
cg24345260,7,2952979,0.040457018,0.999998927116394,-10.812915,0.12468987,0.83340484,5.3843393,2.2964454,CARD11,nan
cg18440774,4,69212380,0.040463828,0.999998927116394,-1.3546716,0.04271122,0.9075637,-1.6899148,-2.2963524,YTHDC1,N_Shelf
cg09247963,12,30907923,0.040465426,0.999998927116394,-3.538015,0.0064201653,0.24137811,7.614326,2.2963305,CAPRIN2,Island
cg01825137,3,104574746,0.04049271,0.999998927116394,-0.93346936,0.044379257,1.5759004,-2.990554,-2.295958,nan,nan
cg12365612,1,116925789,0.040500127,0.999998927116394,2.9881985,-0.02053154,-0.64372027,-1.8246939,-2.2958567,ATP1A1,nan
cg25637261,16,28875217,0.040522397,0.999998927116394,-6.526679,0.076097034,1.5657289,16.711325,2.295553,SH2B1,Island
cg20402634,4,178000634,0.040539302,0.999998927116394,1.263063,0.029050803,-0.6005854,-3.9727957,-2.2953224,nan,nan
cg01174674,16,30542883,0.040556993,0.999998927116394,-3.6325054,-0.0066408752,0.7216045,9.444721,2.2950814,ZNF747,N_Shore
cg04261937,4,185450622,0.04056674,0.999998927116394,13.443584,-0.18405081,-2.4868588,-2.1651237,-2.2949486,nan,nan
cg26243156,19,2933490,0.040583942,0.999998927116394,-10.646738,0.027722279,0.68021667,10.831789,2.2947142,ZNF77,nan
cg05211947,4,42486912,0.040586516,0.999998927116394,1.0935087,0.029701296,1.1954333,-4.6507306,-2.2946792,ATP8A1,nan
cg15047060,12,117158057,0.040589083,0.999998927116394,6.025326,-0.024206936,-0.32652304,-4.737301,-2.2946444,C12orf49,nan
cg05548619,8,120903561,0.040597998,0.999998927116394,-14.422511,0.040301554,1.3127999,13.68838,2.294523,DEPTOR,nan
cg27091642,19,1816368,0.040599257,0.999998927116394,12.167624,-0.020806337,-0.4322906,-11.702588,-2.2945058,REXO1;MIR1909,Island
cg11170503,7,129269630,0.040612735,0.999998927116394,-4.3831763,0.020048592,0.56523055,4.127725,2.2943223,NRF1,nan
cg00663519,22,38483267,0.04063284,0.999998927116394,-17.544645,0.040108345,1.5890787,17.766653,2.2940488,BAIAP2L2,N_Shore
cg12525822,1,91487036,0.040645264,0.999998927116394,2.4017987,-0.04207819,-0.7485271,11.535822,2.2938797,ZNF644,N_Shore
cg04263024,6,135756952,0.04065469,0.999998927116394,4.1185,0.0055385754,0.19533129,-5.189275,-2.2937517,AHI1,nan
cg26668619,10,34322284,0.040654898,0.999998927116394,-2.355527,0.0033658552,1.048236,4.997429,2.2937489,nan,nan
cg03689458,3,122295656,0.040663183,0.999998927116394,-8.852989,-0.012376783,-0.28659254,11.241937,2.293636,PARP15,N_Shore
cg00693166,12,64563956,0.040673945,0.999998927116394,0.9973326,-0.0025475163,0.15509814,-1.160575,-2.29349,nan,nan
cg05199251,1,174908971,0.040677987,0.999998927116394,4.0918374,-0.015907468,-2.5166597,-3.5869675,-2.293435,LOC101928696;RABGAP1L,nan
cg24890286,7,139317303,0.040695515,0.999998927116394,-8.20122,0.019254027,0.5791764,8.570355,2.293197,HIPK2,nan
cg10416861,11,65201834,0.04072643,0.999998927116394,8.746926,-0.080704145,-1.5004557,-4.209685,-2.292777,nan,nan
cg09522454,8,59027844,0.04073788,0.999998927116394,-1.642501,0.05215141,0.8797776,-2.1061368,-2.2926219,FAM110B,nan
cg06383324,19,19232567,0.040762555,0.999998927116394,-9.35926,-0.03294233,-0.006021314,14.644503,2.292287,TMEM161A,S_Shore
cg11071273,7,16893769,0.04076626,0.999998927116394,-2.1514213,-0.033617254,-0.9201167,7.060416,2.2922368,nan,S_Shelf
cg05563368,21,39856022,0.04076657,0.999998927116394,-0.19160138,0.026224453,-0.4165659,-3.5265071,-2.2922325,ERG,nan
cg18089906,11,14369698,0.04077269,0.999998927116394,3.6735673,-0.034868553,-0.6251147,-1.5059873,-2.2921495,RRAS2,nan
cg26106747,9,2764442,0.040776134,0.999998927116394,4.8615294,-0.021213885,-0.164327,-3.821503,-2.2921028,nan,nan
cg13787025,6,160494273,0.040787812,0.999998927116394,9.338848,-0.00066305,0.02722714,-9.824491,-2.2919445,IGF2R,nan
cg08934843,7,1048205,0.040788867,0.999998927116394,2.7735603,0.058486804,1.1888973,-7.20202,-2.2919304,C7orf50,N_Shore
cg22384781,20,8368897,0.040789668,0.999998927116394,-6.0211844,0.109052435,1.8581816,-2.7338855,-2.2919195,PLCB1,nan
cg15780870,12,130953802,0.040799074,0.999998927116394,-11.75065,-0.008870843,-0.3217097,14.122695,2.291792,RIMBP2,Island
cg23954193,1,180991269,0.04080007,0.999998927116394,-0.808945,0.05291417,1.0305547,-14.262504,-2.2917786,STX6,Island
cg27096568,1,33419301,0.040805485,0.999998927116394,-3.7213988,0.07823136,0.5716093,-3.8705082,-2.2917051,RNF19B,nan
cg17607371,12,4681233,0.040815644,0.999998927116394,2.3978376,-0.017107353,-0.7392703,-1.4493202,-2.2915676,nan,nan
cg20727380,5,138934586,0.040819023,0.999998927116394,-3.0616615,-0.0015233322,-0.6061894,4.915199,2.2915218,nan,nan
cg07206676,17,6456371,0.04085209,0.999998927116394,-4.84908,0.020077765,0.30101937,5.4036584,2.291074,PITPNM3,N_Shelf
cg24394624,1,214620296,0.040869556,0.999998927116394,1.0510478,-0.0060922448,0.26583025,-1.8739456,-2.2908378,PTPN14,nan
cg20446386,13,89193470,0.040874213,0.999998927116394,5.077439,-0.09223012,-1.1331888,9.754874,2.2907748,LINC00433,nan
cg03476434,3,110685726,0.040875375,0.999998927116394,1.2899562,0.014194605,-0.09577731,-3.980043,-2.290759,nan,nan
